,location,total_sqft,bath,balcony,price,bedrooms
2414,HSR Layout,1693,4,2,13384.48,2
2415,Jayanagar,1599,4,3,8117.68,1
2416,Whitefield,645,1,2,3399.84,1
2417,Koramangala,1578,3,0,9748.96,5
2418,Marathahalli,1629,2,0,6528.08,3
2419,Electronic City,863,3,2,3939.58,3
2420,Jayanagar,1326,4,0,9453.79,1
2421,Marathahalli,1699,1,3,9464.87,2
2422,Whitefield,1695,1,1,11285.87,3
2423,Indira Nagar,1354,2,3,7566.0,3
2424,Electronic City,1896,3,0,6773.04,5
2425,Indira Nagar,1349,1,3,12881.28,4
2426,Jayanagar,1861,3,3,10641.98,5
2427,BTM Layout,1667,4,2,9109.56,3
2428,HSR Layout,1463,3,1,8744.45,4
2429,Indira Nagar,1276,4,3,9950.0,4
2430,BTM Layout,1395,2,3,10174.94,3
2431,Electronic City,1399,2,0,7069.29,1
2432,Electronic City,1711,1,3,5895.24,5
2433,Indira Nagar,938,2,1,6784.67,2
2434,HSR Layout,1021,3,2,7225.07,5
2435,HSR Layout,1448,2,0,8823.6,5
2436,Marathahalli,1448,2,3,5979.84,3
2437,HSR Layout,1239,3,2,9270.77,5
2438,Whitefield,967,4,2,5009.2,3
2439,Jayanagar,1131,1,2,9802.6,3
2440,Whitefield,1575,5,2,9242.5,1
2441,Jayanagar,1764,2,3,13008.63,5
2442,Indira Nagar,1594,4,1,8415.29,5
2443,HSR Layout,1199,1,0,5574.39,3
2444,Whitefield,1152,1,0,7766.36,3
2445,Koramangala,1581,4,2,9642.86,5
2446,Whitefield,700,1,1,2948.87,1
2447,Jayanagar,1259,2,2,6685.82,3
2448,Electronic City,1244,3,0,4508.94,4
2449,Whitefield,623,2,0,3500.94,1
2450,BTM Layout,1516,5,2,7586.11,3
2451,BTM Layout,1630,4,3,12308.67,5
2452,Indira Nagar,1028,2,1,9196.25,5
2453,Marathahalli,1964,5,3,7452.34,5
2454,Electronic City,1097,5,1,5843.76,2
2455,Jayanagar,1253,1,0,8235.95,2
2456,HSR Layout,1042,1,0,8633.11,1
2457,Whitefield,1540,1,1,9935.35,2
2458,BTM Layout,1318,4,1,6411.97,3
2459,Electronic City,1320,2,2,6102.54,1
2460,Whitefield,1332,4,3,8373.71,2
2461,Whitefield,1712,5,3,10968.25,3
2462,Indira Nagar,1030,2,3,6941.77,3
2463,Electronic City,672,1,3,2539.49,1
2464,Jayanagar,691,5,2,3432.13,1
2465,HSR Layout,1578,2,1,7186.03,1
2466,Jayanagar,1040,2,1,9146.5,5
2467,BTM Layout,1108,1,2,6848.32,3
2468,Electronic City,1489,4,2,7880.28,3
2469,Jayanagar,1466,4,2,11230.63,2
2470,Koramangala,1212,1,2,7104.18,2
2471,Koramangala,828,3,2,6426.95,2
2472,Electronic City,1044,2,1,5360.81,2
2473,Indira Nagar,1433,1,2,8578.47,1
2474,Marathahalli,1695,5,0,9715.74,5
2475,Koramangala,1166,4,0,11465.21,5
2476,Electronic City,1696,2,2,5450.49,2
2477,HSR Layout,707,2,1,3783.97,1
2478,Koramangala,863,5,3,4845.69,1
2479,Whitefield,855,2,2,4543.57,3
2480,Jayanagar,1876,1,2,9521.78,5
2481,Jayanagar,1266,2,1,8172.02,3
2482,Marathahalli,660,5,3,3587.8,1
2483,BTM Layout,1228,1,1,7416.41,4
2484,Indira Nagar,1406,2,3,11872.14,3
2485,Marathahalli,1622,5,1,8093.65,3
2486,Jayanagar,942,2,1,5581.28,4
2487,BTM Layout,1687,3,0,11692.49,3
2488,Whitefield,1260,3,1,7387.99,4
2489,Koramangala,962,4,0,5887.76,3
2490,Koramangala,972,2,2,6141.62,4
2491,BTM Layout,1451,4,2,7704.42,4
2492,Electronic City,1554,4,3,5765.11,3
2493,BTM Layout,1084,1,1,5980.33,5
2494,BTM Layout,1114,4,2,7784.82,1
2495,BTM Layout,965,1,3,7020.13,4
2496,HSR Layout,1375,3,0,9019.39,5
2497,Electronic City,1160,5,0,6331.91,2
2498,HSR Layout,1215,2,1,8589.32,5
2499,Koramangala,1281,3,1,8316.13,3
2500,Electronic City,1583,3,0,7267.74,5
2501,Marathahalli,1341,1,3,7481.74,4
2502,Marathahalli,1234,3,0,7149.13,5
2503,Jayanagar,1313,4,3,9803.57,3
2504,Electronic City,1928,4,2,8426.9,5
2505,Electronic City,966,5,1,3358.01,3
2506,Indira Nagar,1576,5,0,9137.07,3
2507,HSR Layout,1588,4,2,11909.56,2
2508,Jayanagar,1753,4,1,10939.83,4
2509,Jayanagar,1735,3,3,15415.66,5
2510,HSR Layout,1409,2,0,9179.93,1
2511,Marathahalli,1772,2,0,9357.47,4
2512,Koramangala,734,3,2,6030.22,2
2513,Indira Nagar,1346,3,3,10952.65,3
2514,HSR Layout,1687,1,2,10573.99,4
2515,Marathahalli,1400,3,2,8574.75,5
2516,Jayanagar,1683,1,0,10266.74,5
2517,Whitefield,723,1,0,3534.29,1
2518,Koramangala,1438,3,3,11001.37,2
2519,Indira Nagar,1099,3,2,6228.97,3
2520,BTM Layout,624,4,0,3469.62,1
2521,Marathahalli,1405,2,0,7655.81,5
2522,Jayanagar,1272,1,3,6570.36,4
2523,Whitefield,1004,5,1,4189.24,1
2524,Jayanagar,1008,5,1,8807.45,1
2525,Koramangala,957,4,1,9376.21,2
2526,Jayanagar,1042,5,1,7337.23,5
2527,Whitefield,1160,2,3,7080.24,2
2528,Jayanagar,1443,1,2,9537.66,5
2529,BTM Layout,1891,3,1,9069.29,4
2530,Jayanagar,1774,4,2,13990.35,4
2531,Marathahalli,1248,2,2,4982.9,1
2532,Electronic City,1839,1,2,10417.24,5
2533,Whitefield,1584,3,2,7756.79,5
2534,Indira Nagar,648,2,3,4488.92,1
2535,Electronic City,1525,2,2,5309.7,5
2536,Whitefield,1432,2,3,8828.72,3
2537,Jayanagar,1003,1,1,6574.15,2
2538,Jayanagar,1403,3,1,9131.15,4
2539,Indira Nagar,1289,1,3,8106.13,1
2540,Electronic City,1346,2,2,6501.19,5
2541,BTM Layout,992,1,0,6815.07,1
2542,Electronic City,1031,3,3,4539.73,3
2543,Marathahalli,1469,5,0,8915.8,5
2544,Indira Nagar,1090,5,2,7193.52,5
2545,Marathahalli,1270,3,0,7750.89,3
2546,HSR Layout,1505,5,0,7386.67,1
2547,BTM Layout,1769,2,3,10016.18,3
2548,Whitefield,981,1,1,6912.15,3
2549,HSR Layout,1687,2,2,13794.91,2
2550,Koramangala,1447,4,0,9670.93,3
2551,Indira Nagar,1234,3,0,9508.41,1
2552,Marathahalli,1454,5,0,5317.24,4
2553,BTM Layout,1235,1,3,8520.56,5
2554,HSR Layout,1374,1,2,9478.51,1
2555,Koramangala,1222,1,3,9779.05,4
2556,Indira Nagar,1044,5,0,8484.77,4
2557,Whitefield,1483,2,0,9351.64,1
2558,Electronic City,1363,3,2,5117.48,1
2559,BTM Layout,1379,5,0,9513.98,4
2560,Koramangala,1993,3,1,12888.8,5
2561,Marathahalli,1425,5,2,7991.0,2
2562,Marathahalli,1397,5,0,4890.09,5
2563,Whitefield,1725,3,3,7917.38,3
2564,Marathahalli,1640,1,2,7210.64,4
2565,BTM Layout,1430,4,2,7708.57,5
2566,Marathahalli,1520,2,2,8664.95,4
2567,BTM Layout,1498,1,3,11669.64,1
2568,Electronic City,1216,5,1,4020.1,5
2569,Jayanagar,1361,2,2,10705.41,1
2570,Marathahalli,1455,2,0,6511.44,4
2571,BTM Layout,1435,4,2,8039.01,1
2572,Whitefield,1164,5,1,4506.37,2
2573,Marathahalli,1212,1,1,4369.82,1
2574,Indira Nagar,1539,1,3,8902.55,5
2575,Electronic City,1661,4,1,6746.58,3
2576,BTM Layout,1465,5,0,8065.33,4
2577,Electronic City,1408,2,3,7745.24,2
2578,Indira Nagar,1160,3,2,6933.98,1
2579,HSR Layout,1177,3,2,9386.67,4
2580,Whitefield,1886,4,1,11267.73,5
2581,Koramangala,1175,4,2,9789.63,2
2582,Whitefield,1443,2,0,8602.34,4
2583,Marathahalli,1417,5,0,5929.38,1
2584,Marathahalli,1939,4,1,11606.14,5
2585,Indira Nagar,902,3,3,7194.1,1
2586,Whitefield,1993,4,2,10176.94,5
2587,BTM Layout,1263,2,1,9482.87,4
2588,Electronic City,1040,2,2,5848.32,5
2589,Marathahalli,1214,5,2,7147.06,3
2590,BTM Layout,1019,2,3,4291.57,3
2591,Marathahalli,973,1,0,5631.43,1
2592,Electronic City,1321,1,1,5565.04,5
2593,HSR Layout,1953,2,2,12313.58,5
2594,HSR Layout,1465,3,2,10469.09,5
2595,HSR Layout,1549,4,2,12890.65,1
2596,Indira Nagar,1487,5,0,12304.82,1
2597,Whitefield,1228,3,0,8271.04,1
2598,Marathahalli,1756,1,0,9145.59,4
2599,Whitefield,1701,1,0,10611.53,3
2600,Jayanagar,1404,3,1,9201.91,5
2601,HSR Layout,1646,1,0,10202.23,3
2602,BTM Layout,954,1,1,5638.32,2
2603,Indira Nagar,1042,1,0,8488.85,1
2604,Marathahalli,1161,2,3,5318.36,1
2605,HSR Layout,1009,5,3,6091.2,2
2606,Marathahalli,1007,4,0,5419.19,1
2607,Marathahalli,971,5,0,5434.08,4
2608,Marathahalli,1117,1,0,6261.16,1
2609,Whitefield,1482,2,0,9599.99,5
2610,Koramangala,1258,4,2,8173.47,3
2611,BTM Layout,1224,5,2,5545.34,5
2612,Whitefield,963,3,0,6112.0,1
2613,HSR Layout,1231,1,3,8539.6,3
2614,Whitefield,1594,2,3,6773.73,5
2615,Electronic City,1787,2,1,6457.27,5
2616,Whitefield,1545,2,2,10525.22,5
2617,Jayanagar,1924,2,2,11770.89,5
2618,BTM Layout,1670,1,3,7426.48,3
2619,Electronic City,1884,5,3,6014.56,4
2620,Electronic City,1368,5,3,7923.28,4
2621,BTM Layout,896,2,0,5568.22,3
2622,HSR Layout,696,2,2,3297.26,1
2623,Whitefield,1016,4,0,5914.32,1
2624,Marathahalli,648,5,0,2726.9,1
2625,Electronic City,1260,4,0,4468.51,3
2626,Indira Nagar,1376,5,1,12643.41,2
2627,Whitefield,1702,3,0,11688.42,4
2628,HSR Layout,1740,5,2,8209.77,4
2629,Jayanagar,1768,3,2,14750.62,3
2630,Whitefield,1181,3,1,5194.59,2
2631,Koramangala,1346,5,2,12661.51,4
2632,HSR Layout,1601,4,3,8981.97,3
2633,BTM Layout,842,5,1,4133.19,3
2634,Jayanagar,1387,5,0,8855.73,3
2635,Koramangala,900,1,3,7555.22,4
2636,HSR Layout,1002,3,1,7416.42,2
2637,Indira Nagar,1123,3,3,7919.05,5
2638,Electronic City,906,2,0,4444.96,2
2639,Electronic City,1454,5,0,7711.79,1
2640,BTM Layout,1615,1,1,9403.81,4
2641,Electronic City,1377,1,1,4410.42,1
2642,BTM Layout,1006,3,2,5207.88,1
2643,Koramangala,1504,5,3,9451.33,2
2644,Jayanagar,872,3,3,4516.97,3
2645,Indira Nagar,1037,4,3,8446.25,2
2646,Indira Nagar,983,4,1,7533.69,1
2647,Whitefield,1016,4,0,5832.41,3
2648,Koramangala,1693,1,2,9593.23,3
2649,HSR Layout,1247,5,0,8980.56,5
2650,HSR Layout,961,5,0,6923.36,4
2651,Indira Nagar,1541,4,0,13445.0,1
2652,Whitefield,1554,3,3,8604.03,2
2653,Marathahalli,1880,2,3,10559.89,4
2654,Koramangala,1778,5,2,12520.4,3
2655,Electronic City,761,2,3,3668.29,1
2656,Electronic City,1637,5,2,6141.42,3
2657,BTM Layout,1156,4,0,6486.11,4
2658,BTM Layout,1035,2,3,5563.39,1
2659,Whitefield,1057,3,3,4384.17,3
2660,Electronic City,1499,5,1,7902.31,1
2661,BTM Layout,1445,1,0,9216.52,2
2662,Koramangala,945,5,2,5668.68,1
2663,Jayanagar,1110,1,3,5475.0,4
2664,HSR Layout,1527,4,1,11074.57,1
2665,Koramangala,1265,3,0,11289.19,1
2666,Whitefield,1126,1,1,5241.17,4
2667,Indira Nagar,1103,2,1,10735.15,1
2668,Koramangala,1633,3,2,10344.57,2
2669,BTM Layout,1133,4,3,7544.3,2
2670,BTM Layout,1890,1,3,11101.11,4
2671,Electronic City,934,4,2,3047.74,2
2672,Whitefield,1468,3,1,6690.59,3
2673,BTM Layout,977,3,3,5766.37,2
2674,Indira Nagar,1122,3,3,6759.29,4
2675,BTM Layout,1703,1,2,11415.93,5
2676,Marathahalli,1661,3,2,10191.93,5
2677,Whitefield,1490,3,3,8984.06,1
2678,BTM Layout,1515,1,0,10615.58,3
2679,Whitefield,1087,5,3,6709.98,5
2680,Marathahalli,1887,4,1,10216.73,5
2681,HSR Layout,1304,1,0,10573.6,5
2682,Whitefield,1309,1,0,6791.69,2
2683,BTM Layout,1196,5,1,7695.4,2
2684,Indira Nagar,1280,3,0,8644.21,4
2685,Marathahalli,1600,2,3,8182.35,3
2686,Koramangala,1334,3,2,9913.31,4
2687,Koramangala,1171,2,0,11291.57,4
2688,Koramangala,820,1,0,7624.09,2
2689,Jayanagar,1462,4,2,12318.97,4
2690,Jayanagar,1509,1,0,8896.8,3
2691,Jayanagar,1011,1,1,7503.5,2
2692,BTM Layout,768,2,1,5695.83,1
2693,Indira Nagar,1742,5,3,10104.16,5
2694,Indira Nagar,1207,5,3,7354.14,3
2695,BTM Layout,910,4,0,4035.81,4
2696,Whitefield,1601,3,0,10031.21,5
2697,Koramangala,1386,5,3,12140.79,3
2698,Jayanagar,1475,5,2,10158.79,1
2699,Electronic City,1394,3,3,7874.3,5
2700,Koramangala,672,1,0,4056.51,1
2701,Electronic City,1017,4,0,5428.6,3
2702,HSR Layout,1784,3,3,13624.7,4
2703,Electronic City,846,3,0,2867.65,2
2704,Indira Nagar,1451,1,2,12903.63,3
2705,BTM Layout,1386,5,0,7576.31,3
2706,Marathahalli,1300,1,2,5410.23,3
2707,Whitefield,1947,4,2,8876.31,5
2708,Whitefield,1421,1,2,7818.88,4
2709,BTM Layout,950,1,2,5486.6,2
2710,BTM Layout,896,5,0,6840.38,2
2711,Koramangala,1069,5,2,6687.82,1
2712,BTM Layout,1183,4,1,6516.3,3
2713,Marathahalli,1133,5,3,5938.97,5
2714,Koramangala,1499,3,3,11625.14,4
2715,Jayanagar,713,2,1,6101.57,1
2716,Electronic City,1644,3,1,5743.41,2
2717,Indira Nagar,1177,1,3,6379.26,4
2718,Whitefield,1021,3,2,7053.66,4
2719,Whitefield,1421,2,0,10036.48,4
2720,BTM Layout,1744,1,3,9843.49,5
2721,Whitefield,1038,3,0,4141.14,3
2722,Koramangala,793,3,3,6476.51,2
2723,HSR Layout,1836,1,3,8784.14,4
2724,Koramangala,1268,4,2,13149.72,4
2725,Koramangala,1579,4,2,16227.22,1
2726,Jayanagar,1619,1,2,12140.96,2
2727,Marathahalli,1408,1,3,7099.45,4
2728,HSR Layout,1808,5,1,9728.79,4
2729,BTM Layout,824,4,2,5301.01,1
2730,Electronic City,1118,4,1,4407.07,4
2731,Koramangala,1038,3,2,10509.59,2
2732,Electronic City,1006,2,2,3826.63,2
2733,Whitefield,1706,4,2,7829.91,3
2734,BTM Layout,987,5,3,7262.06,3
2735,Koramangala,941,2,0,6434.62,4
2736,HSR Layout,1537,4,1,10496.85,5
2737,BTM Layout,1515,5,3,8101.25,4
2738,Jayanagar,1684,5,2,11504.05,5
2739,Marathahalli,1036,3,0,4241.79,1
2740,BTM Layout,1191,5,1,6389.94,5
2741,Marathahalli,1368,1,1,5739.01,1
2742,Whitefield,1342,5,2,7722.92,4
2743,Marathahalli,1203,2,3,4930.28,2
2744,Jayanagar,1115,3,2,6779.9,4
2745,Koramangala,1501,1,1,13856.18,2
2746,Electronic City,1523,2,2,8115.54,4
2747,Electronic City,778,3,2,3430.72,2
2748,Koramangala,969,1,1,5590.91,2
2749,Jayanagar,1405,5,3,11172.83,4
2750,Electronic City,1023,2,3,3998.17,4
2751,HSR Layout,1075,2,0,6704.61,3
2752,Whitefield,1990,5,0,12352.09,5
2753,Jayanagar,892,5,0,4522.64,3
2754,Marathahalli,1392,1,3,6415.63,1
2755,Electronic City,1651,3,2,5582.84,3
2756,Indira Nagar,980,5,0,5410.07,4
2757,Indira Nagar,1650,1,2,10765.73,4
2758,Whitefield,1900,2,3,11456.95,4
2759,Whitefield,1281,2,2,9107.2,2
2760,BTM Layout,1000,5,0,7165.04,1
2761,Whitefield,1643,3,0,11281.6,2
2762,Koramangala,1282,5,0,13086.81,4
2763,Electronic City,1025,4,1,4336.75,1
2764,HSR Layout,1008,2,1,6580.38,2
2765,Koramangala,1250,5,1,10336.44,3
2766,HSR Layout,1147,3,0,6561.96,1
2767,Indira Nagar,1208,1,3,9149.17,3
2768,Electronic City,1245,2,2,5011.19,2
2769,Whitefield,1091,4,3,4939.43,5
2770,Koramangala,961,3,1,8942.53,3
2771,Electronic City,1866,5,0,8053.86,5
2772,Marathahalli,1524,2,3,6382.32,1
2773,Whitefield,1497,4,0,7910.35,5
2774,Marathahalli,1750,4,1,8529.32,5
2775,Koramangala,1116,2,1,7599.52,5
2776,Jayanagar,1603,2,3,13351.73,3
2777,HSR Layout,1096,5,0,8960.94,3
2778,BTM Layout,1388,5,2,9782.55,3
2779,Jayanagar,1070,3,2,6689.55,3
2780,BTM Layout,1727,1,0,12825.07,4
2781,Whitefield,1049,3,1,4165.47,3
2782,Electronic City,1198,4,2,6347.97,2
2783,Indira Nagar,1517,2,3,11436.65,2
2784,Jayanagar,1058,5,3,6993.88,3
2785,Indira Nagar,1642,5,2,12241.65,2
2786,BTM Layout,1517,1,3,7833.22,3
2787,Marathahalli,1405,4,1,7236.05,1
2788,Koramangala,1542,5,3,9162.6,3
2789,HSR Layout,1352,5,1,11069.42,2
2790,HSR Layout,944,5,3,7450.42,2
2791,Marathahalli,960,4,2,4635.54,1
2792,Electronic City,1331,5,2,5464.5,4
2793,HSR Layout,956,2,3,5555.77,2
2794,Marathahalli,1128,2,0,7150.15,3
2795,Jayanagar,606,4,1,2984.59,1
2796,Koramangala,1701,4,1,11752.0,5
2797,Whitefield,1431,5,1,7959.54,3
2798,Whitefield,1273,2,1,7615.3,3
2799,BTM Layout,757,2,1,5346.8,1
2800,Electronic City,1417,5,2,5087.31,5
2801,BTM Layout,1230,1,2,8716.03,5
2802,BTM Layout,1599,1,2,12050.4,3
2803,HSR Layout,958,2,1,6021.07,2
2804,Indira Nagar,1337,3,3,8288.71,1
2805,Marathahalli,948,1,3,4044.27,3
2806,BTM Layout,1137,4,0,7255.07,2
2807,Electronic City,1056,4,2,4273.27,5
2808,Jayanagar,1495,4,1,9696.8,2
2809,Electronic City,948,5,3,3536.46,2
2810,Whitefield,997,2,0,5495.3,2
2811,Jayanagar,1707,5,0,12861.66,3
2812,HSR Layout,1798,3,0,10299.84,3
2813,Marathahalli,1423,2,1,5185.08,2
2814,Electronic City,1025,3,2,5557.3,2
2815,Marathahalli,902,1,3,3637.8,4
2816,HSR Layout,830,2,3,4459.41,1
2817,Electronic City,1298,3,2,5202.76,5
2818,Koramangala,1771,5,0,10490.03,5
2819,Koramangala,974,3,0,9606.58,2
2820,Indira Nagar,1434,2,3,12132.18,2
2821,Koramangala,994,1,2,9438.97,3
2822,Marathahalli,1492,2,3,5311.94,5
2823,Marathahalli,1995,4,2,12740.22,5
2824,Koramangala,1503,5,2,8768.17,1
2825,Koramangala,1691,5,0,11748.36,3
2826,Electronic City,1171,5,0,5383.61,4
2827,Indira Nagar,1685,4,2,9739.52,5
2828,Indira Nagar,1358,5,1,10015.46,2
2829,BTM Layout,1883,3,1,9160.52,4
2830,BTM Layout,1442,4,0,7491.22,4
2831,Jayanagar,1133,3,2,8095.91,4
2832,Marathahalli,1499,2,2,5618.91,1
2833,Whitefield,737,1,1,5091.74,1
2834,Electronic City,1523,5,2,5112.63,5
2835,BTM Layout,685,3,3,3913.41,1
2836,Electronic City,1177,2,2,4465.67,4
2837,Koramangala,1127,5,0,6482.03,5
2838,Indira Nagar,1176,2,3,11169.24,3
2839,Indira Nagar,1787,1,0,16948.08,5
2840,BTM Layout,691,1,3,2976.8,1
2841,Koramangala,1198,4,2,11790.56,3
2842,BTM Layout,1625,4,3,12410.41,5
2843,Electronic City,1074,3,1,5785.2,4
2844,Jayanagar,1048,5,2,7126.66,5
2845,Jayanagar,1469,4,2,8708.84,4
2846,Whitefield,1102,1,0,4907.19,3
2847,Whitefield,1394,3,0,7546.63,1
2848,Jayanagar,1360,4,3,8039.63,4
2849,HSR Layout,1135,2,3,8697.04,4
2850,HSR Layout,936,4,2,7819.88,4
2851,Whitefield,1501,4,1,9890.92,3
2852,Whitefield,1092,5,1,5409.35,5
2853,Koramangala,1109,1,3,6400.88,3
2854,Marathahalli,1634,3,3,10182.82,2
2855,Indira Nagar,1275,1,3,7813.0,3
2856,HSR Layout,1460,1,0,12329.65,2
2857,HSR Layout,1347,5,3,9556.49,1
2858,Koramangala,1059,2,3,8439.24,5
2859,Whitefield,1193,5,1,6583.35,5
2860,Whitefield,1633,1,1,7221.16,5
2861,Jayanagar,981,1,0,8009.7,3
2862,Koramangala,1173,3,1,8105.7,4
2863,Electronic City,977,1,2,5534.83,2
2864,Whitefield,1142,2,1,6994.01,1
2865,Indira Nagar,1471,5,3,13689.81,3
2866,Indira Nagar,1314,5,1,10722.67,4
2867,BTM Layout,757,1,0,3333.66,1
2868,Marathahalli,1572,2,3,9103.66,4
2869,Indira Nagar,803,2,0,5763.33,1
2870,BTM Layout,1661,5,0,10374.45,5
2871,Whitefield,1337,4,2,8402.69,3
2872,BTM Layout,1284,2,0,7271.24,1
2873,Indira Nagar,1399,5,1,12253.08,1
2874,HSR Layout,996,1,1,8210.23,2
2875,Koramangala,1650,1,2,16802.33,5
2876,HSR Layout,1353,1,1,9000.6,4
2877,Marathahalli,1145,1,0,4928.6,3
2878,Electronic City,1027,2,1,4348.26,3
2879,BTM Layout,1185,4,0,7422.32,3
2880,Jayanagar,1733,4,2,12915.85,3
2881,Whitefield,1598,1,0,9244.24,5
2882,Whitefield,850,4,0,4757.22,2
2883,HSR Layout,1309,4,2,6465.2,5
2884,Indira Nagar,1623,1,3,10844.64,5
2885,Whitefield,1033,2,3,5215.66,5
2886,Marathahalli,1552,2,3,10034.39,4
2887,Koramangala,1397,1,0,12896.5,1
2888,Koramangala,906,2,1,5185.31,1
2889,Koramangala,1542,3,3,11772.15,3
2890,Indira Nagar,906,5,1,8660.54,3
2891,BTM Layout,1250,2,0,8665.56,3
2892,Jayanagar,1164,1,1,9483.49,5
2893,Marathahalli,755,5,3,3573.56,1
2894,HSR Layout,1434,2,1,8691.62,2
2895,BTM Layout,829,5,2,6462.56,3
2896,Electronic City,1834,4,0,6172.26,5
2897,BTM Layout,1192,3,0,7490.78,1
2898,Koramangala,1098,1,1,8529.28,5
2899,HSR Layout,994,2,3,7837.99,4
2900,Marathahalli,1199,5,1,6746.35,3
2901,Electronic City,1863,1,2,8586.82,4
2902,Jayanagar,931,3,1,8117.23,2
2903,Electronic City,1482,2,1,6961.81,3
2904,HSR Layout,1289,4,1,10578.33,1
2905,Koramangala,1650,3,2,16853.4,5
2906,Electronic City,1687,3,1,6183.09,3
2907,Indira Nagar,1396,2,2,9544.12,2
2908,Marathahalli,984,3,2,4774.36,1
2909,Koramangala,1194,4,3,7632.83,2
2910,Koramangala,700,5,0,5118.21,2
2911,Whitefield,894,3,0,3539.59,2
2912,Electronic City,1609,5,1,9355.29,2
2913,Jayanagar,1116,5,1,6613.67,5
2914,Electronic City,1106,3,3,4205.45,5
2915,Koramangala,1564,2,3,11764.96,3
2916,Electronic City,1752,4,1,10142.6,3
2917,Whitefield,1146,1,1,4964.01,5
2918,Koramangala,1814,3,2,14210.07,5
2919,Jayanagar,1419,4,1,9074.18,3
2920,Electronic City,1982,3,2,10395.15,5
2921,Whitefield,895,2,1,4111.33,3
2922,Koramangala,1644,4,3,15019.37,2
2923,Electronic City,1784,3,2,8636.18,3
2924,Marathahalli,956,4,2,5297.64,2
2925,Koramangala,772,2,3,6137.46,2
2926,Jayanagar,928,3,1,5718.0,2
2927,Electronic City,1533,3,2,5133.21,4
2928,Electronic City,1530,1,0,7282.66,5
2929,Marathahalli,1296,3,3,7261.42,2
2930,Jayanagar,1222,3,2,9166.35,4
2931,Electronic City,1392,1,1,6657.91,3
2932,Jayanagar,1417,2,0,11342.2,3
2933,Indira Nagar,1526,1,1,10208.43,2
2934,Jayanagar,1002,1,0,5094.54,1
2935,HSR Layout,894,2,3,7017.76,2
2936,HSR Layout,1359,2,0,10725.89,4
2937,Indira Nagar,1974,3,0,14451.9,5
2938,Electronic City,1458,1,1,5039.8,3
2939,BTM Layout,1237,3,0,9577.48,1
2940,Marathahalli,1495,4,2,8104.72,2
2941,BTM Layout,1172,1,3,9092.54,4
2942,Jayanagar,1686,2,0,10835.08,2
2943,Marathahalli,1278,2,0,6662.31,1
2944,Koramangala,1345,3,0,9277.88,3
2945,Jayanagar,1310,1,3,6421.33,1
2946,Koramangala,944,3,2,5401.2,1
2947,Whitefield,1155,5,1,7111.01,1
2948,Jayanagar,1420,2,3,9243.96,1
2949,Jayanagar,1056,2,2,7960.74,3
2950,BTM Layout,1065,5,0,8126.24,2
2951,Electronic City,1381,3,0,6280.71,3
2952,BTM Layout,898,1,2,5414.29,3
2953,Marathahalli,1572,2,1,7905.11,1
2954,HSR Layout,1348,1,3,10349.92,1
2955,Electronic City,1636,2,3,6777.99,3
2956,Indira Nagar,1193,1,2,11568.91,5
2957,HSR Layout,1560,4,2,7805.24,1
2958,Electronic City,731,1,2,3315.27,1
2959,Jayanagar,1313,1,1,10261.7,2
2960,Indira Nagar,655,1,1,5311.79,1
2961,Koramangala,1641,1,0,13487.75,5
2962,Jayanagar,728,5,0,5812.83,1
2963,Marathahalli,844,5,3,3230.77,2
2964,HSR Layout,858,2,0,5173.69,2
2965,Indira Nagar,1777,1,0,11370.17,5
2966,Marathahalli,1405,4,2,7685.34,5
2967,Jayanagar,850,2,1,7227.18,3
2968,Whitefield,1040,5,3,6873.07,5
2969,Koramangala,622,4,3,3718.87,1
2970,HSR Layout,1383,5,3,7467.38,2
2971,Koramangala,1404,3,1,10791.66,1
2972,Whitefield,863,3,1,6118.05,2
2973,Indira Nagar,650,2,2,5519.09,1
2974,HSR Layout,1730,3,0,12084.0,3
2975,Marathahalli,1625,3,0,6686.51,3
2976,Indira Nagar,1212,2,0,8524.17,1
2977,Jayanagar,1540,2,3,10129.41,3
2978,Koramangala,1501,5,2,11510.68,1
2979,BTM Layout,904,3,0,7049.01,4
2980,Indira Nagar,1161,4,1,9121.34,1
2981,BTM Layout,1307,4,1,9240.95,4
2982,Whitefield,1043,4,1,6466.09,4
2983,Marathahalli,1995,5,0,10963.99,5
2984,Electronic City,1010,1,1,4152.84,5
2985,Indira Nagar,1070,2,2,9377.66,5
2986,Electronic City,1018,3,0,5348.76,5
2987,BTM Layout,1717,3,1,8289.74,4
2988,Marathahalli,1070,5,2,4489.4,4
2989,Marathahalli,1031,3,1,5114.15,5
2990,HSR Layout,1880,5,0,8831.88,4
2991,BTM Layout,1263,1,1,6660.35,2
2992,Koramangala,1028,5,0,6038.07,2
2993,HSR Layout,1842,4,2,14000.36,5
2994,Whitefield,1433,3,1,6623.29,5
2995,HSR Layout,1095,4,2,6088.36,4
2996,Marathahalli,1071,4,2,6906.84,4
2997,Whitefield,1573,3,3,10735.04,2
2998,BTM Layout,1626,4,0,8720.33,5
2999,HSR Layout,1470,4,1,11817.46,1
